Gene_ID,Danio_match,Danio_symbol,Exon_length
scaffold2249.g1,ENSDARG00000086795,TTF2,818
scaffold22492.g1,ENSDARG00000036695,calcoco1,1802
scaffold22496.g1,ENSDARG00000003403,TENM1,3239
scaffold22497.g1,ENSDARG00000060459,LRFN2 (2 of 2),4127
scaffold22506.g1,ENSDARG00000077560,GRIN2C (2 of 2),4962
scaffold2251.g1,ENSDARG00000062579,kremen1,3802
scaffold22512.g1,ENSDARG00000007151,kcnk2b,403
scaffold2252.g1,ENSDARG00000062045,il1rapl1a,2068
scaffold2252.g2,ENSDARG00000079703,si:dkey-18p12.4,3004
scaffold2252.g3,ENSDARG00000020573,ddx3,7059
scaffold2252.g4,ENSDARG00000061791,nyx,3932
scaffold2252.g5,ENSDARG00000059809,cask,4610
scaffold2252.g6,ENSDARG00000002959,gpr34b,1708
scaffold2252.g7,ENSDARG00000093418,GPR82,1237
scaffold2252.g8,ENSDARG00000002959,gpr34b,1629
scaffold22531.g1,ENSDARG00000060410,thbs2a,5141
scaffold22531.g2,ENSDARG00000088684,PSME4 (3 of 4),868
scaffold22531.g3,ENSDARG00000069346,psme4a,8127
scaffold22531.g4,ENSDARG00000069343,gpr75,2232
scaffold22531.g5,ENSDARG00000069042,erlec1,3294
scaffold22531.g6,ENSDARG00000054680,chrna9,2154
scaffold22539.g1,ENSDARG00000059081,PRSS35 (2 of 2),1942
scaffold22539.g2,ENSDARG00000017891,tcp1,2175
scaffold22539.g3,ENSDARG00000063484,PLEKHG1,6318
scaffold22540.g1,ENSDARG00000077839,DHX30,3112
scaffold22540.g2,ENSDARG00000052643,CABZ01064861.1,3475
scaffold22568.g1,ENSDARG00000070914,dusp6,3189
scaffold22568.g2,ENSDARG00000021110,poc1b,1009
scaffold22576.g1,ENSDARG00000063207,erbb4a,991
scaffold22578.g1,ENSDARG00000060631,GARNL3,1664
scaffold2258.g1,ENSDARG00000076025,DGKZ (2 of 2),4761
scaffold2258.g2,ENSDARG00000036036,mdka,1359
scaffold2258.g3,ENSDARG00000069254,chrm4a,6389
scaffold2258.g4,,,1408
scaffold22583.g1,ENSDARG00000076490,ANKRD40,3648
scaffold22583.g2,ENSDARG00000043638,tom1,2951
scaffold22587.g1,,,177
scaffold2259.g1,,,89
scaffold22592.g1,ENSDARG00000039350,ssbp1,1713
scaffold226.g1,ENSDARG00000042296,dlx5a,1523
scaffold226.g10,,,846
scaffold226.g2,ENSDARG00000061268,EIF2C2,6831
scaffold226.g3,,,1115
scaffold226.g4,ENSDARG00000042337,chrac1,1262
scaffold226.g5,ENSDARG00000074910,CRTC2 (2 of 2),5648
scaffold226.g6,ENSDARG00000078557,CU896645.1,6623
scaffold226.g7,ENSDARG00000041866,gnrhr1,2360
scaffold226.g8,,,871
scaffold226.g9,ENSDARG00000005834,GATAD2B,5922
scaffold22604.g1,ENSDARG00000054906,ier5l,2283
scaffold22604.g10,,,536
scaffold22604.g11,ENSDARG00000013853,lmo4a,2345
scaffold22604.g2,ENSDARG00000031985,ppp2r4,1958
scaffold22604.g3,ENSDARG00000031985,ppp2r4,1133
scaffold22604.g4,ENSDARG00000040248,crata,2802
scaffold22604.g5,ENSDARG00000095142,,3294
scaffold22604.g6,ENSDARG00000060683,lrsam1,4456
scaffold22604.g7,ENSDARG00000006691,rpl12,651
scaffold22604.g8,ENSDARG00000008551,pole3,1743
scaffold22604.g9,ENSDARG00000035422,cyr61l1,2023
scaffold22609.g1,,,1042
scaffold22614.g1,ENSDARG00000013382,zgc:86607,289
scaffold22614.g2,ENSDARG00000010752,acsl4l,899
scaffold22615.g1,ENSDARG00000013838,sulf2l,547
scaffold22616.g1,ENSDARG00000023815,uvrag,1907
scaffold22623.g1,ENSDARG00000027087,tgfb2,3200
scaffold22624.g1,ENSDARG00000053859,ism2,3115
scaffold22626.g1,ENSDARG00000060112,sybu,4124
scaffold22626.g2,ENSDARG00000040021,ebag9,4361
scaffold22626.g3,ENSDARG00000010981,zdhhc3,3058
scaffold22626.g4,,,3295
scaffold22626.g5,ENSDARG00000040024,gpd1l,4613
scaffold22626.g6,ENSDARG00000040027,osbpl10,923
scaffold22628.g1,ENSDARG00000063218,ppm1la,2863
scaffold22628.g2,,,3829
scaffold22628.g3,ENSDARG00000039830,gng5,1619
scaffold22628.g4,ENSDARG00000078329,rec8,2190
scaffold22628.g5,,,1866
scaffold22628.g6,ENSDARG00000076996,IPO13 (2 of 2),3362
scaffold22628.g7,ENSDARG00000022810,CU467854.1,3525
scaffold22628.g8,ENSDARG00000058734,prdx1,1100
scaffold22628.g9,ENSDARG00000037061,aldh9a1b,1925
scaffold22631.g1,ENSDARG00000075183,rnf220b,4317
scaffold22641.g1,,,275
scaffold22641.g2,ENSDARG00000023927,dnajc24,696
scaffold22643.g1,ENSDARG00000014859,igfbp3,1042
scaffold22645.g1,ENSDARG00000091674,BX511013.1,1374
scaffold2265.g1,ENSDARG00000074424,ibtk,1982
scaffold2265.g2,ENSDARG00000037183,FAM46A (1 of 2),3987
scaffold2265.g3,,,1287
scaffold2265.g4,ENSDARG00000086611,BCKDHB (1 of 2),4810
scaffold2265.g5,,,642
scaffold22652.g1,ENSDARG00000006598,sgk2b,739
scaffold22663.g1,ENSDARG00000028345,CABZ01084055.1,1743
scaffold22667.g1,ENSDARG00000061736,ank3a,99
scaffold22671.g1,ENSDARG00000091616,prok2,823
scaffold22671.g10,ENSDARG00000073869,pdzrn3b,4775
scaffold22671.g2,ENSDARG00000053459,rybpb,4213
scaffold22671.g3,,,810
scaffold22671.g4,,,1013
scaffold22671.g5,ENSDARG00000058522,shq1,5493
scaffold22671.g6,ENSDARG00000044191,gxylt2,2952
scaffold22671.g7,ENSDARG00000053447,ppp4r2b,2617
scaffold22671.g8,ENSDARG00000073869,pdzrn3b,1552
scaffold22671.g9,ENSDARG00000073869,pdzrn3b,1935
scaffold22672.g1,,,249
scaffold22682.g1,,,1338
scaffold22682.g2,ENSDARG00000059558,tecta,7227
scaffold22682.g3,ENSDARG00000019525,tbcelb,3456
scaffold22688.g1,ENSDARG00000079849,NRTN,2061
scaffold22688.g2,,,3491
scaffold22690.g1,ENSDARG00000071496,zic6,2810
scaffold22690.g2,ENSDARG00000071497,zic3,3783
scaffold227.g1,,,465
scaffold227.g10,ENSDARG00000014148,med22,2066
scaffold227.g11,ENSDARG00000019230,rpl7a,866
scaffold227.g12,ENSDARG00000003592,surf1,1218
scaffold227.g13,ENSDARG00000035427,surf6,1763
scaffold227.g14,ENSDARG00000023645,ccbl1,2762
scaffold227.g15,ENSDARG00000060596,prkaa1,4976
scaffold227.g16,ENSDARG00000060584,si:dkey-226m8.9,5028
scaffold227.g17,ENSDARG00000060578,SMARCA4,2089
scaffold227.g18,ENSDARG00000060702,npffr2.2,1837
scaffold227.g2,ENSDARG00000087495,USP2 (2 of 3),2689
scaffold227.g3,ENSDARG00000026875,fam57ba,4744
scaffold227.g4,ENSDARG00000091413,TIMM22,2312
scaffold227.g5,ENSDARG00000020136,ptges,2793
scaffold227.g6,,,1849
scaffold227.g7,,,3217
scaffold227.g8,ENSDARG00000027501,usp20,4186
scaffold227.g9,ENSDARG00000002220,C5H9orf78,1322
scaffold22701.g1,ENSDARG00000089190,TANC1 (1 of 2),3018
scaffold22701.g2,ENSDARG00000078433,spc25,997
scaffold22701.g3,ENSDARG00000077866,nostrin,2705
scaffold22702.g1,ENSDARG00000073688,NAV2 (1 of 2),4175
scaffold22702.g2,ENSDARG00000086393,dbx1a,1422
scaffold22702.g3,,,1625
scaffold22702.g4,ENSDARG00000028386,htatip2,975
scaffold22712.g1,ENSDARG00000086033,tspan5,2277
scaffold22712.g2,ENSDARG00000073741,RAP1GDS1,3145
scaffold22719.g1,ENSDARG00000005828,faima,826
scaffold22719.g2,ENSDARG00000021833,ahr2,1321
scaffold22722.g1,ENSDARG00000076215,vasna,4595
scaffold22735.g1,ENSDARG00000041503,med4,1382
scaffold22735.g2,ENSDARG00000041503,med4,1080
scaffold22738.g1,ENSDARG00000053101,prpf38b,2227
scaffold22738.g2,ENSDARG00000053104,fam102ba,1848
scaffold22738.g3,ENSDARG00000038612,pih1d3,2384
scaffold22738.g4,ENSDARG00000038615,TMEM55B (1 of 2),718
scaffold22747.g1,ENSDARG00000005476,nav3,4468
scaffold22749.g1,,,3423
scaffold22750.g1,ENSDARG00000002013,grb10a,3408
scaffold22754.g1,ENSDARG00000071059,gtpbp2,4226
scaffold22754.g2,ENSDARG00000070231,POLH,2951
scaffold22754.g3,ENSDARG00000090228,gstal,1337
scaffold22754.g4,ENSDARG00000095157,TMEM14A,1271
scaffold22754.g5,ENSDARG00000063187,AGPAT5,5252
scaffold22754.g6,ENSDARG00000058372,MCPH1,911
scaffold22754.g7,ENSDARG00000014946,ANGPT2,358
scaffold22758.g1,ENSDARG00000003520,TBC1D14,424
scaffold2276.g1,ENSDARG00000071357,MAP4K3 (1 of 2),1243
scaffold22764.g1,,,2123
scaffold22768.g1,ENSDARG00000078694,PHLPP1,323
scaffold22769.g1,ENSDARG00000052556,fgfrl1b,1326
scaffold22772.g1,,,328
scaffold22776.g1,,,1007
scaffold22779.g1,ENSDARG00000025086,fn3krp,974
scaffold22779.g2,ENSDARG00000040099,tbcd,1014
scaffold2278.g1,ENSDARG00000059340,DLGAP2 (3 of 3),1284
scaffold22780.g1,ENSDARG00000078058,dip2a,4402
scaffold22780.g2,ENSDARG00000062627,SACS (2 of 2),12998
scaffold22783.g1,ENSDARG00000060012,f2r,1530
scaffold22783.g2,ENSDARG00000057395,SSBP2 (1 of 2),2672
scaffold22783.g3,ENSDARG00000053159,zgc:110626,2710
scaffold22783.g4,ENSDARG00000039063,PGBD4 (7 of 7),2615
scaffold22787.g1,ENSDARG00000053215,me1,1505
scaffold22790.g1,ENSDARG00000090966,SAMD14,1450
scaffold22790.g2,,,228
scaffold228.g1,,,1086
scaffold228.g2,ENSDARG00000074341,,3373
scaffold228.g3,ENSDARG00000060884,NMUR1,1771
scaffold228.g4,ENSDARG00000094420,si:ch1073-167a23.1,3106
scaffold228.g5,ENSDARG00000078752,si:ch1073-280h16.1,3234
scaffold228.g6,ENSDARG00000053417,CABZ01016332.1,1441
scaffold228.g7,,,1467
scaffold22804.g1,ENSDARG00000059798,kcnq1,1558
scaffold22804.g2,ENSDARG00000038456,MRPS35,2558
scaffold22804.g3,ENSDARG00000075274,TEAD4,2430
scaffold22817.g1,ENSDARG00000038731,slc25a36a,1416
scaffold22817.g2,ENSDARG00000038731,slc25a36a,4054
scaffold22817.g3,,,239
scaffold2282.g1,,,536
scaffold2282.g2,,,889
scaffold22826.g1,,,878
scaffold22831.g1,,,1212
scaffold22848.g1,ENSDARG00000079827,srbd1,1552
scaffold22848.g2,,,1131
scaffold22848.g3,ENSDARG00000058004,six2a,4372
scaffold22848.g4,ENSDARG00000058008,six3a,1833
scaffold22848.g5,,,1173
scaffold22850.g1,,,828
scaffold22855.g1,ENSDARG00000069543,GALT,3598
scaffold22856.g1,ENSDARG00000009499,syne1a,12063
scaffold22860.g1,,,992
scaffold22860.g2,,,1529
scaffold2287.g1,ENSDARG00000027807,fynrk,2084
scaffold22877.g1,ENSDARG00000036017,paqr7a,2900
scaffold22877.g2,ENSDARG00000036016,sh3bgrl3,2324
scaffold22885.g1,ENSDARG00000011188,acvr2a,6507
scaffold22885.g2,ENSDARG00000007485,epc2,3621
scaffold22885.g3,ENSDARG00000086495,CU459095.1,1506
scaffold22889.g1,ENSDARG00000016811,ints3,3981
scaffold22889.g2,ENSDARG00000056847,si:dkey-27c15.3,6154
scaffold22889.g3,ENSDARG00000033599,zgc:100906,2376
scaffold22889.g4,ENSDARG00000077776,ck2b,1844
scaffold22889.g5,ENSDARG00000031494,prrc2a,8194
scaffold22889.g6,ENSDARG00000008832,neu1,1473
scaffold22889.g7,ENSDARG00000008832,neu1,2715
scaffold2289.g1,ENSDARG00000059707,ZNF423,5186
scaffold2289.g2,,,787
scaffold2289.g3,ENSDARG00000002970,ss18,5359
scaffold22890.g1,ENSDARG00000076292,tenc1a,420
scaffold22890.g2,ENSDARG00000017439,eif4ba,2773
scaffold22891.g1,ENSDARG00000012990,HOOK3,357
scaffold22893.g1,ENSDARG00000019328,plxna4,587
scaffold22899.g1,,,138
scaffold229.g1,,,433
scaffold229.g2,,,617
scaffold229.g3,,,954
scaffold229.g4,,,494
scaffold229.g5,ENSDARG00000076810,ptprfa,1701
scaffold229.g6,ENSDARG00000059738,ptprsa,2155
scaffold229.g7,ENSDARG00000005754,ptprfb,1151
scaffold2291.g1,ENSDARG00000039392,wnk1b,8081
scaffold2291.g2,ENSDARG00000024928,ITIH4,3864
scaffold2291.g3,,,3095
scaffold2291.g4,ENSDARG00000006990,CRELD1 (1 of 2),1389
scaffold2291.g5,ENSDARG00000061082,ERC2 (1 of 2),6988
scaffold2291.g6,ENSDARG00000079161,BSN (1 of 2),14164
scaffold2291.g7,ENSDARG00000063051,bap1,3622
scaffold2291.g8,ENSDARG00000063031,rad54l2,4985
scaffold22912.g1,ENSDARG00000096095,buc,3548
scaffold22912.g2,ENSDARG00000023542,cdh7,2257
scaffold22920.g1,ENSDARG00000052150,pbx4,1450
scaffold22920.g2,ENSDARG00000087149,CU694385.1,1476
scaffold22920.g3,ENSDARG00000089922,DSN1,1555
scaffold22920.g4,ENSDARG00000029931,atp13a,4147
scaffold22920.g5,ENSDARG00000091754,CHCHD5,1755
scaffold22920.g6,ENSDARG00000077915,CT573476.1,3521
scaffold22922.g1,ENSDARG00000014420,elavl3,673
scaffold22922.g2,ENSDARG00000035706,DOCK6,220
scaffold22935.g1,,,577
scaffold22944.g1,ENSDARG00000010978,trmt1,2072
scaffold22947.g1,ENSDARG00000014428,ppp2r5d,864
scaffold22947.g10,,,1008
scaffold22947.g11,ENSDARG00000030804,fam120b,6290
scaffold22947.g12,ENSDARG00000020219,dld,3268
scaffold22947.g2,ENSDARG00000090054,ZNF318,6300
scaffold22947.g3,ENSDARG00000089355,CU571336.1,2679
scaffold22947.g4,ENSDARG00000089355,CU571336.1,9636
scaffold22947.g5,ENSDARG00000073975,CABZ01087282.1,10381
scaffold22947.g6,ENSDARG00000075204,SYNDIG1,2075
scaffold22947.g7,ENSDARG00000089946,CST7,1802
scaffold22947.g8,ENSDARG00000017422,apmap,3909
scaffold22947.g9,ENSDARG00000075559,ppm1g,5589
scaffold22949.g1,ENSDARG00000045687,pdzrn4,550
scaffold2295.g1,,,1362
scaffold2295.g2,,,5107
scaffold2295.g3,,,1264
scaffold2295.g4,ENSDARG00000086887,RIIAD1,1076
scaffold2295.g5,ENSDARG00000080675,OTOA,1882
scaffold22950.g1,ENSDARG00000095170,lrrfip1b,7451
scaffold22950.g2,ENSDARG00000090554,CCDC138,2966
scaffold22950.g3,ENSDARG00000053363,edar,2544
scaffold22958.g1,ENSDARG00000014587,slc38a3,1696
scaffold22958.g2,ENSDARG00000052379,ccdc22,3249
scaffold22958.g3,ENSDARG00000059646,nt5dc2,2564
scaffold22958.g4,ENSDARG00000075333,tbc1d25,5068
scaffold22958.g5,ENSDARG00000078114,CFP (1 of 2),4976
scaffold22958.g6,ENSDARG00000009473,ppardb,4079
scaffold22958.g7,ENSDARG00000028295,mkrn4,1580
scaffold2296.g1,,,1685
scaffold2296.g2,ENSDARG00000042925,mfng,4589
scaffold2296.g3,,,847
scaffold2296.g4,,,856
scaffold22963.g1,,,322
scaffold22964.g1,,,304
scaffold22965.g1,ENSDARG00000056888,DNAH8,1609
scaffold22973.g1,,,942
scaffold22981.g1,ENSDARG00000038156,dusp11,1360
scaffold22981.g2,ENSDARG00000060922,dgcr14,2216
scaffold22981.g3,ENSDARG00000017994,TSSK6,1984
scaffold22981.g4,ENSDARG00000042962,dgcr2,3899
scaffold22981.g5,ENSDARG00000060847,setd1ba,8220
scaffold22981.g6,,,4371
scaffold22981.g7,ENSDARG00000054389,rhof,3182
scaffold22990.g1,,,819
scaffold22991.g1,ENSDARG00000075774,FOXJ3,367
scaffold22994.g1,ENSDARG00000063180,dock3,5596
scaffold22999.g1,ENSDARG00000096064,LRRC31 (7 of 15),361
scaffold23013.g1,ENSDARG00000041292,CU855686.2,2063
scaffold23013.g2,ENSDARG00000041295,lim2.5,651
scaffold23013.g3,ENSDARG00000091712,CR944667.6,2312
scaffold23013.g4,ENSDARG00000078177,cxcr3.1,2746
scaffold23013.g5,ENSDARG00000009250,etfb,2518
scaffold23013.g6,,,1403
scaffold2302.g1,ENSDARG00000078190,,2491
scaffold2302.g2,ENSDARG00000062608,pcdh1g2,2071
scaffold2302.g3,ENSDARG00000062608,pcdh1g2,1064
scaffold23020.g1,,,1326
scaffold23023.g1,ENSDARG00000002412,elovl1a,2126
scaffold23023.g2,ENSDARG00000020192,cdc20,2414
scaffold23023.g3,ENSDARG00000075120,cc2d1b,2902
scaffold23033.g1,ENSDARG00000045639,elavl4,971
scaffold23033.g2,ENSDARG00000096480,AGBL4 (2 of 2),845
scaffold2305.g1,ENSDARG00000032650,FUK,4460
scaffold2305.g10,ENSDARG00000074658,upf2,5097
scaffold2305.g11,ENSDARG00000091378,FAM180A,1249
scaffold2305.g12,,,1213
scaffold2305.g2,ENSDARG00000094258,commd9,1305
scaffold2305.g3,ENSDARG00000025073,rpl18a,613
scaffold2305.g4,ENSDARG00000031737,pthlh,1427
scaffold2305.g5,ENSDARG00000002303,xpot,4258
scaffold2305.g6,ENSDARG00000075434,C4H22orf28,2396
scaffold2305.g7,ENSDARG00000059115,fbxo7,2552
scaffold2305.g8,ENSDARG00000001578,echs1,1559
scaffold2305.g9,,,3836
scaffold23050.g1,ENSDARG00000061517,lrp1bb,5015
scaffold23052.g1,,,3632
scaffold23056.g1,ENSDARG00000019881,bsg,2716
scaffold23057.g1,ENSDARG00000035809,col1a1b,4917
scaffold23057.g2,ENSDARG00000074156,sgca,3141
scaffold23057.g3,ENSDARG00000019746,rfng,3398
scaffold23057.g4,ENSDARG00000079271,dcxr,1816
scaffold23057.g5,ENSDARG00000020795,rac3b,2154
scaffold2307.g1,ENSDARG00000079280,dhrsx,3827
scaffold2307.g2,ENSDARG00000053586,creb1a,4461
scaffold2307.g3,ENSDARG00000002190,chmp2bb,2624
scaffold2307.g4,ENSDARG00000053580,htf1fb,1409
scaffold2307.g5,ENSDARG00000003701,cldng,862
scaffold2307.g6,ENSDARG00000079350,znf654,6466
scaffold2307.g7,ENSDARG00000012763,arl13b,3666
scaffold2307.g8,ENSDARG00000013023,nsun3,1552
scaffold23091.g1,ENSDARG00000090305,,2382
scaffold23091.g2,ENSDARG00000073673,GPR125,1734
scaffold23091.g3,,,801
scaffold23091.g4,,,480
scaffold23096.g1,ENSDARG00000077353,rerea,2809
scaffold23096.g2,,,858
scaffold23096.g3,ENSDARG00000077852,samd11,1958
scaffold231.g1,,,997
scaffold231.g10,ENSDARG00000089567,PATL2,461
scaffold231.g11,ENSDARG00000060766,PXN (3 of 3),1905
scaffold231.g12,ENSDARG00000037980,tceb2,2203
scaffold231.g13,ENSDARG00000074730,pkmyt1,3532
scaffold231.g14,ENSDARG00000089883,ZNF793 (2 of 2),2093
scaffold231.g15,ENSDARG00000013307,rpl19,697
scaffold231.g16,,,3288
scaffold231.g2,ENSDARG00000006811,sult1st6,1921
scaffold231.g3,ENSDARG00000006811,sult1st6,2803
scaffold231.g4,ENSDARG00000035458,atp2a1l,4399
scaffold231.g5,ENSDARG00000071566,ppp1cab,2143
scaffold231.g6,ENSDARG00000055477,pelo,2522
scaffold231.g7,ENSDARG00000074160,PAQR4 (2 of 2),1172
scaffold231.g8,ENSDARG00000055527,cmn,2786
scaffold231.g9,ENSDARG00000089567,PATL2,4801
scaffold23104.g1,ENSDARG00000067727,BCL11B,1422
scaffold23107.g1,ENSDARG00000061070,CHST3 (2 of 2),2649
scaffold23107.g2,ENSDARG00000004643,cdhr1a,1076
scaffold23108.g1,ENSDARG00000045627,cyp3a65,418
scaffold23110.g1,ENSDARG00000089193,RALYL (1 of 2),1038
scaffold23111.g1,ENSDARG00000089190,TANC1 (1 of 2),1004
scaffold23126.g1,,,344
scaffold23127.g1,ENSDARG00000075818,dok2,1113
scaffold23132.g1,ENSDARG00000003270,dhps,1646
scaffold23132.g2,ENSDARG00000062537,si:dkey-117i10.1,451
scaffold23132.g3,ENSDARG00000058020,fbxw9,3833
scaffold23132.g4,ENSDARG00000041223,FAM173A,1381
scaffold23132.g5,ENSDARG00000041217,xpo6,2086
scaffold23134.g1,,,1196
scaffold23134.g2,ENSDARG00000031496,AP1AR,3388
scaffold23134.g3,ENSDARG00000058736,gabra6b,4144
scaffold23136.g1,ENSDARG00000032831,htra1a,205
scaffold23145.g1,ENSDARG00000077761,nlgn4b,4829
scaffold2315.g1,ENSDARG00000010583,pard3,2700
scaffold23156.g1,ENSDARG00000088463,CLPB,2587
scaffold23156.g2,ENSDARG00000007406,phox2a,1701
scaffold23156.g3,ENSDARG00000030146,inppl1a,3897
scaffold23156.g4,ENSDARG00000030146,inppl1a,1195
scaffold23158.g1,ENSDARG00000092332,GRINA (1 of 2),3314
scaffold23158.g2,ENSDARG00000060755,RPRD1A,2872
scaffold23165.g1,ENSDARG00000060594,hadhab,499
scaffold2317.g1,,,732
scaffold2317.g2,ENSDARG00000007370,dysf,8233
scaffold23173.g1,,,784
scaffold23173.g2,ENSDARG00000060618,ipo13,4831
scaffold23173.g3,ENSDARG00000003750,pfas,4688
scaffold23173.g4,ENSDARG00000094265,si:dkey-183n20.15,1662
scaffold23173.g5,ENSDARG00000042946,hook1,3727
scaffold23173.g6,ENSDARG00000042953,cyp2n13,2383
scaffold2318.g1,,,3176
scaffold23193.g1,ENSDARG00000075718,rpz5,517
scaffold23196.g1,ENSDARG00000014385,chek1,1699
scaffold23196.g2,,,1834
scaffold23198.g1,ENSDARG00000077303,zgc:174863,2083
scaffold23198.g2,,,910
scaffold23198.g3,ENSDARG00000054002,hn1a,1251
scaffold23198.g4,ENSDARG00000035993,sumo3b,794
scaffold23198.g5,ENSDARG00000013479,gga3,3484
scaffold23198.g6,ENSDARG00000006331,mif4gdb,2692
scaffold23198.g7,ENSDARG00000014709,grb2a,3905
scaffold232.g1,ENSDARG00000037429,tll1,3169
scaffold232.g2,ENSDARG00000030289,jag1a,847
scaffold232.g3,ENSDARG00000034518,trdmt1,2563
scaffold232.g4,ENSDARG00000010008,vim,1912
scaffold232.g5,,,1990
scaffold232.g6,ENSDARG00000067683,PDE1C (2 of 2),2206
scaffold2320.g1,ENSDARG00000015002,CDH4,5612
scaffold2320.g2,,,2119
scaffold2320.g3,ENSDARG00000036750,TAF4 (2 of 2),1733
scaffold23201.g1,ENSDARG00000035715,marcksl1b,1540
scaffold23201.g2,ENSDARG00000015427,hdac1,2272
scaffold23201.g3,ENSDARG00000017445,eif3i,1361
scaffold23201.g4,ENSDARG00000077037,txlna,3623
scaffold23201.g5,ENSDARG00000044980,KPNA6,3877
scaffold23203.g1,ENSDARG00000040799,sst1.1,1693
scaffold23204.g1,ENSDARG00000090785,diaph3,484
scaffold23217.g1,ENSDARG00000004415,tcf7l2,820
scaffold2322.g1,ENSDARG00000027009,zgc:85777,1583
scaffold2322.g10,ENSDARG00000070172,slc25a13,5332
scaffold2322.g2,,,1167
scaffold2322.g3,ENSDARG00000020007,col1a2,6451
scaffold2322.g4,ENSDARG00000023900,casd1,5053
scaffold2322.g5,ENSDARG00000012138,sgce,1943
scaffold2322.g6,ENSDARG00000061304,ppp1r9a,6397
scaffold2322.g7,ENSDARG00000034988,asb4,1734
scaffold2322.g8,ENSDARG00000054848,pdk4,2976
scaffold2322.g9,ENSDARG00000090880,CABZ01074423.1,3688
scaffold23235.g1,ENSDARG00000068415,ptgesl,3923
scaffold23235.g2,ENSDARG00000077536,SNRNP200,3121
scaffold23243.g1,ENSDARG00000061784,ARHGAP25,1821
scaffold23243.g2,ENSDARG00000035577,cds2,3694
scaffold23245.g1,,,4537
scaffold23245.g2,,,3157
scaffold23252.g1,ENSDARG00000068076,psmd7,1199
scaffold23252.g2,ENSDARG00000014022,NFAT5 (1 of 2),11248
scaffold23252.g3,ENSDARG00000044220,kars,2290
scaffold23252.g4,ENSDARG00000042096,gcshb,1437
scaffold23252.g5,ENSDARG00000030585,rpl13,1181
scaffold23258.g1,,,531
scaffold23262.g1,ENSDARG00000062904,idua,402
scaffold23263.g1,ENSDARG00000062687,KCNH7 (1 of 2),312
scaffold23268.g1,ENSDARG00000015536,sox6,772
scaffold2327.g1,ENSDARG00000024827,rnf150a,593
scaffold2327.g2,ENSDARG00000020494,znf330,1624
scaffold2327.g3,ENSDARG00000052361,il15,2256
scaffold2327.g4,ENSDARG00000075201,inpp4b,4186
scaffold23274.g1,,,390
scaffold23287.g1,ENSDARG00000070623,med10,1322
scaffold23287.g2,ENSDARG00000079276,UBE2QL1,4678
scaffold23292.g1,ENSDARG00000087120,SLC5A8,1225
scaffold23293.g1,ENSDARG00000076768,REPS2,254
scaffold23299.g1,ENSDARG00000036308,NOD1,1106
scaffold23299.g2,ENSDARG00000005085,ggctb,1063
scaffold23299.g3,ENSDARG00000018621,slc6a19a,977
scaffold233.g1,ENSDARG00000017195,foxf2a,2190
scaffold233.g2,ENSDARG00000055398,foxc1b,2135
scaffold233.g3,ENSDARG00000026629,gmds,1798
scaffold233.g4,ENSDARG00000055412,mylk4,2651
scaffold2330.g1,ENSDARG00000063481,si:ch211-214j24.15,4174
scaffold23306.g1,ENSDARG00000061328,cdon,3039
scaffold23316.g1,,,1237
scaffold2332.g1,,,2406
scaffold2332.g10,,,3392
scaffold2332.g11,ENSDARG00000054973,itsn2b,9313
scaffold2332.g12,,,340
scaffold2332.g13,ENSDARG00000020239,lpin1,5410
scaffold2332.g14,ENSDARG00000070794,greb1,6747
scaffold2332.g15,,,559
scaffold2332.g16,,,563
scaffold2332.g17,ENSDARG00000054414,spata17,1483
scaffold2332.g2,,,4253
scaffold2332.g3,ENSDARG00000091366,C17H14orf80,6409
scaffold2332.g4,ENSDARG00000034042,DNAL1,1646
scaffold2332.g5,,,622
scaffold2332.g6,ENSDARG00000015449,fut8,2969
scaffold2332.g7,ENSDARG00000061586,gphnb,4102
scaffold2332.g8,ENSDARG00000006272,mpp5a,4552
scaffold2332.g9,ENSDARG00000005827,eif2s1l,1945
scaffold23320.g1,,,137
scaffold23320.g2,ENSDARG00000086133,SERINC3,5203
scaffold23320.g3,ENSDARG00000090821,tp53rk,3333
scaffold23322.g1,ENSDARG00000075100,NEO1 (2 of 2),7259
scaffold23322.g10,ENSDARG00000026701,GTF2H1 (1 of 2),2686
scaffold23322.g2,ENSDARG00000010279,scamp2,3360
scaffold23322.g3,ENSDARG00000030786,mpi,2871
scaffold23322.g4,ENSDARG00000093773,si:ch1073-296i8.2,921
scaffold23322.g5,ENSDARG00000079163,best2,2606
scaffold23322.g6,,,758
scaffold23322.g7,ENSDARG00000007711,RAB3IL1,3536
scaffold23322.g8,ENSDARG00000012535,CU184832.2,3493
scaffold23322.g9,ENSDARG00000071062,hps5,5548
scaffold23323.g1,ENSDARG00000038568,CT955963.1,2023
scaffold23323.g2,,,613
scaffold23323.g3,ENSDARG00000056874,lygl1,866
scaffold23323.g4,ENSDARG00000095288,rusc2,8121
scaffold23326.g1,ENSDARG00000044600,CABZ01025393.1,3548
scaffold23334.g1,ENSDARG00000045804,abhd2b,2487
scaffold23334.g2,ENSDARG00000045803,mfge8b,547
scaffold23337.g1,ENSDARG00000069942,ndufv3,2986
scaffold23337.g2,ENSDARG00000077967,,2793
scaffold23337.g3,ENSDARG00000074007,wdr4,1555
scaffold23337.g4,ENSDARG00000060280,PDE9A (1 of 2),2039
scaffold23337.g5,ENSDARG00000086103,slc37a1,4048
scaffold23337.g6,ENSDARG00000045331,PKP4,3234
